code,description,nco_2004_code
2654.0700,"Producer, Film",1229.40
2654.0800,Production Manager (Motion Picture),1229.50
2654.9900,"Stage and Film Directors, Other",2455.90
2655.0100,Actor and Actress,2455.50
2655.0200,Extra,2455.60
2656.0100,Programme Announcer,3472.10
2656.0200,Disc Jockey,3472.20
2656.9900,"Radio, Television and Other Announcers, Other",3472.90
2659.0100,Rope Dancer,3474.10
2659.0200,Acrobat,3474.15
2659.0300,Equestrian,3474.20
2659.0400,Contortionist,3474.30
2659.0500,"Circus Performers, Other",3474.35
2659.0600,Ventriloquist,3474.40
2659.0700,Buffoon; Clown,3474.42
2659.0800,Mimic,3474.45
2659.0900,Magician,3474.50
2659.1000,Juggler,3474.55
2659.1100,Snake Charmer,3474.70
2659.1200,Puppeteer,3474.75
2659.1300,"Trainer, Animal",3474.60
2659.1400,Race Horse Trainer,3474.65
3111.0100,"Laboratory Assistant, Physical",3111.10
3111.0200,"Laboratory Assistant, Soil",3111.20
3111.0300,"Laboratory Assistant, Chemical",3111.30
3111.0400,Chemical Radiation Technician,3111.35
3111.0500,"Laboratory Assistant, Geological",3111.40
3111.0600,"Slide Examiner, Petrology",3111.50
3111.0700,"Slide Examiner, Palaeontology",3111.60
3111.9900,"Physical Science Technicians, Other",3111.90
3112.0100,"Overseer, Civil Engineering",3112.10
3112.0200,Permanent Way Inspector,3112.20
3112.0300,Plain Tabler,3112.30
3112.0400,Topographical Auxiliary,3112.40
3112.0500,Computer Topographical,3112.50
3112.0600,"Surveyor, Tidal",3112.60
3112.9900,"Civil Engineering Technicians, Other",3112.90
3113.0101,"Electrical Engineering, Technician/Maintenance",3113.10
3113.0200,Electrical Technician (High Voltage),3113.20
3113.0300,Energy Auditor,3113.30
3113.9900,"Electrical Technicians, Other",3113.90
3114.0100,Electronics Technician,3114.10
3114.0200,Television Chassis Inspector/Television Technician,3152.60
3114.9900,Electronics and Telecommunications Engineering,3114.90
3115.0101,Mechanical Engineering Technician/Supervisor,3115.10
3115.0201,Automotive Engineering Technician/Testing,3115.20
3115.1000,Aeronautical Engineering Technician,3115.30
3115.1100,"Heating, Ventilation and Refrigeration Engineering",3115.40
3115.1200,Die Designer,3115.50
3115.1400,Loco Foreman,3115.60
3115.1500,"Yard Foreman, Railway",3115.65
3115.1600,Train Examiner,3115.70
3115.9900,"Mechanical Engineering Technicians, Other",3115.90
3116.0100,"Laboratory Assistant, Glass and Ceramics",3116.10
3116.0200,"Laboratory Assistant, Food & Beverages/ Chemist/",3116.20
3116.0300,"Laboratory Assistant, Chemical Engineering",3116.30
3116.0400,"Core Analyst, Petrol and Natural Gas",3116.40
3116.0500,"Laboratory Assistant, Petroleum and Lubricants",3116.50
3116.0600,"Chemist, Water Purification/Water Treatment",3116.60
3116.9900,"Chemical Engineering Technicians,",3116.90
3117.0100,Rock Slicer,3117.10
3117.0200,Petroleum and Natural Gas Extraction Technician,3117.20
3117.0300,"Laboratory Assistant, Metallurgical",3117.30
3117.9900,"Mining and Metallurgical Technicians, Other",3117.90
3118.0100,"Draughtperson, Architectural",3118.10
3118.0200,"Draughtperson, Civil",3118.20
3118.0300,"Draughtperson, Electrical",3118.30
3118.0401,"Draughtperson, Mechanical",3118.40
3118.0500,"Draughtperson, Structural",3118.50
3118.0600,"Draughtperson, Topographical",3118.60
3118.0700,Lithographic Designer,3118.70
3118.0800,Tracer,3118.80
3118.0900,Blue Printer,3118.85
3118.9900,"Draughtpersons, Other",3118.90
3119.0100,"Laboratory Assistant, Engineering",3119.10
3119.0200,Forensic Science Technician,3119.20
3119.0300,Fingerprint Expert,3119.30
3119.0400,Handwriting Expert,3119.35
3119.0500,Impression Taker,3119.37
3119.0600,Weather Observer,3119.40
3119.0700,"Methods, Time and Motion Study Technician",3119.50
3119.0800,Fire Prevention Officer,3151.10
3119.0900,Fire Officer,3151.20
3119.1000,"Fire Inspectors, Other",3151.90
3119.1100,Laser Technician,3139.10
3119.9900,"Optical and Electronic Equipment Controllers,",3139.90
3121.0100,"Supervisor and Foreman, Mining and Quarrying",8118.10
3121.0200,"Supervisor and Foreman, Well Drilling",8118.15
3121.0300,"Supervisor and Foreman, Mineral Treating",8118.20
3121.0400,"Overman, Colliery",8118.25
3121.0500,"Sirdar, Colliery",8118.30
3121.0600,Mud Supervisor,8118.35
3121.0700,Well Pulling Supervisor,8118.40
3121.0800,Gas Supervisor,8118.50
3121.9900,Supervisors and Foremen in Mining and Mineral,8118.90
3122.0100,"Supervisors and Foremen, Metal Making,",8128.10
3122.0200,"Foreman, Blast Furnace",8128.20
3122.0300,Stock House Foreman,8128.30
3122.0400,"Supervisor and Foreman, Metal Treating",8128.40
3122.0500,"Supervisor and Foreman, Metal Drawing and",8128.50
3122.0800,"Supervisor and Foreman, Glass Forming and",8138.10
3122.0900,"Supervisor and Foreman, Ceramics and Related",8138.20
3122.1000,"Supervisor and Foreman, Wood Preparation and",8148.10
3122.1100,"Supervisor and Foreman, Paper Pulp and",8148.20
3122.1300,"Supervisor and Foreman, Chemical Processing and",8158.10
3122.1400,"Supervisor and Foreman, Petroleum Refining and",8158.20
3122.1600,Boiler Supervisor,8168.10
3122.1700,"Supervisors and Foremen, Stationary Engine and",8168.20
3122.1800,"Supervisor and Foreman, Stone Cutting and",8218.10
3122.1900,"Supervisor and Foreman, Machine Tool",8218.20
3122.2000,"Supervisor and Foreman, Rubber Goods Making",8238.10
3122.2100,"Supervisor and Foreman, Plastic Products Making",8238.20
3122.2400,"Supervisor and Foreman, Wood Working",8248.10
3122.2500,"Supervisor and Foreman, Carpentry, Cabinet",8248.20
3122.2600,"Supervisor and Foreman, Paper and Paper Board",8258.10
3122.2800,Jobber (Textile),8268.10
3122.2900,"Supervisor and Foreman, Hosiery",8268.20
3122.3000,"Supervisor and Foreman, Tanning and Pelt",8268.30
3122.3100,"Supervisor and Foreman, Shoemaking",8268.40
3122.3200,"Supervisor and Foreman, Harness and Saddle",8268.50
3122.3300,"Supervisor and Foreman, Leather Goods Making",8268.60
3122.3400,"Supervisors and Foremen, Textile-Related",7435.05
3122.3450,"Scouring Supervisor, Wool",7431.26
3122.3500,"Supervisors and Foremen, Tailoring and Dress",7433.05
3122.3600,"Supervisor and Foreman, Brush Making",7424.05
3122.3800,"Supervisor and Foreman, Tobacco Preparation,",8279.10
3122.3900,"Supervisor and Foreman, Tobacco Product Making",8279.20
3122.4000,"Supervisor and Foreman, Material and Freight",8290.10
3122.4100,"Supervisor and Foreman, Checking, Sorting,",8290.20
3122.4200,"Supervisor and Foreman, Welding and Flame",7218.10
3122.4300,"Supervisor and Foreman, Sheet and Structural",7218.20
3122.4900,"Supervisor and Foreman, Blacksmith",7228.10
3122.5000,"Supervisor and Foreman, Tool Making/Die Making",7228.20
3122.5200,"Supervisor and Foreman, Machinery Fitting and",7238.10
3122.5300,"Supervisor and Foreman, Motor Vehicle Repairing",7238.20
3122.5400,"Supervisor and Foreman, Aircraft Repairing",7238.30
3122.5600,"Supervisor and Foreman, Electrical and Electronic",7248.10
3122.5700,"Engineering Supervisor, Telephone",7248.20
3122.5800,"Sub-Inspector, Telephone",7248.30
3122.5900,"Charge Hand, Rack Wiring (Telephone Equipment)",7248.40
3122.6000,"Line Supervisor, Electrical",7248.50
3122.6200,"Supervisor and Foreman, Precision Instrument",7318.10
3122.6300,"Supervisor and Foreman, Musical Instrument",7318.20
3122.6400,"Supervisor, Jewellery, Engraving and Precision",7318.30
3122.6600,"Supervisor and Foreman, Photolitho, Photo",7348.10
3122.6700,"Supervisor and Foreman, Printing and Related",7348.20
3122.6900,"Supervisor and Foreman, Food",7418.10
3122.7000,Juice Clarification Supervisor,7418.20
3122.7100,"Supervisor and Foreman, Brewing, Aerated Water",7418.30
3122.7200,"Supervisor and Foreman, Dairy Products/Dairy",7418.40
3123.0100,"Work Supervisor, Construction",7138.10
3123.0200,"Supervisor and Foreman, Insulation",7138.20
3123.0300,"Supervisor and Foreman, Plumbing and Pipe",7138.30
3123.0400,"Electrical Supervisor, Wiring,",7138.40
3123.0500,"Supervisor and Foreman, Painting",7148.10
3123.9900,Supervisors and Foremen and Related Trades,7148.90
3131.0100,"Stationary Engine Driver, Steam",8161.10
3131.0200,"Stationary Engine Driver, Internal Combustion",8161.20
3131.0300,"Turbine Operator, Steam",8161.30
3131.0400,"Turbine Operator, Hydel",8161.40
3131.0500,Power Plant Operator,8161.45
3131.0600,Electrical Switch Board Operator,8161.50
3131.0700,"Oiler and Greaser, Stationary Engine and",8161.60
3131.0800,Nuclear Plant Control Operator,8161.65
3131.0900,Breaker Tender,8161.70
3131.1000,Hopper Attendant/Hopper Machine Operator,8161.72
3131.1100,Load Dispatcher,8161.80
3132.0100,Ice Maker,8163.10
3132.0200,Reservoir Caretaker,8163.20
3132.0300,Gas-Compressor Operator,8163.30
3132.0400,Wastewater Treatment Plant Operator,8163.40
3132.0500,Heating Plant Superintendent,8163.50
3132.0600,"Pump Station Operator, Waterworks",8163.60
3132.0700,Air Compressor Operator,8169.10
3132.0800,Ammonia Compressor Attendant,8169.20
3132.0900,Air Conditioning and Refrigeration Plant,8169.30
3132.1000,Pumpman,8169.40
3132.1100,Exhaust Fan Operator,8169.50
3132.1200,Blower Operator,8169.60
3132.1300,Incinerator Operator,8169.65
3133.0100,"Process Man, Chemical",8152.10
3133.0200,Furnace Operator (Chemical),8152.60
3133.0300,Boiling Tub Operator (Chemical),8152.65
3133.0400,"Batch Still Operator, Chemical",8154.10
3133.0500,"Continuous Still Operator, Chemical",8154.20
3133.0600,"Bleaching Operator, Chemical",8159.30
3133.0700,Chemical Process Operator (Radioactive,8159.50
3133.0800,Hot Cell Technician,8159.52
3134.0100,"Continuous Still Operator, Petroleum",8155.10
3134.0200,Still Man Gas Plant/Gas Plant Operator (Petrol,8155.20
3134.0300,Pump Man (Petroleum Refining),8155.30
3134.0400,Control Man (Petroleum Refining),8155.40
3134.0500,Blender (Petroleum Refining),8155.50
3134.0600,Paraffin Plant Operator (Petrol Refining),8155.60
3134.0700,Pump Station Operator,8155.70
3134.0800,Treating Plant Operator,8155.75
3134.9900,"Petroleum Refining Workers, Other",8155.90
3135.0500,Mixerman,8121.30
3135.0600,Convertor Blower/Convertor Blower Technician,8121.35
3135.0700,Convertor Man/Convertor Blower Technician,8121.40
3135.0900,Furnace Operator (Non-Ferrous Metal),8121.47
3135.1100,"Furnace Operator, Open Hearth",8121.55
3135.1200,"Furnace Operator, Second Hand, Open Hearth",8121.60
3135.1300,Furnace Operator (Smelting & Refining),8121.70
3135.1700,"Roller, Merchant Mill/Mill Operator",8122.16
3135.1800,"Roller, Sheet Mill/Mill Operator",8122.20
3135.1900,"Operator, Hot Rolling Mill (Non-Ferrous",8122.28
3135.2000,"Roller, Hot Rolling Mill (Non-Ferrous Metal)/Mill",8122.32
3135.2300,"Operator, Strip Mill (Non-Ferrous Metal)",8122.42
3135.2500,Seamless Pipe and Tube Roller,8122.46
3135.2600,"Furnace Man, Reverberatory, Pulverised Coal",8122.48
3135.3100,Centrifugal Casting Machine Operator,8122.72
3135.3900,"Control Man, Billet/Process Controller",8124.10
3135.9900,"Metal Production Process Controllers, Other",8121.90
3139.0100,"Digester Operator, Paper Pulp",8142.20
3139.0200,"Beaterman, Paper Pulp",8142.55
3139.0300,"Machineman, Paper, Wet End",8143.15
3139.0400,"Machineman, Paper, Dry End",8143.25
3139.0500,"Calenderman, Paper",8143.65
3139.1400,Robotic Machine Operator,8172.10
3139.9900,"Industrial Robot Operators, Other",8172.90
3141.0100,"Laboratory Assistant, Zoological",3211.10
3141.0200,"Laboratory Assistant, Botanical",3211.20
3141.0300,Taxidermist,3211.30
3151.0100,"Chief Engineer, Ship",3141.10
3151.0200,"Second Engineer, Ship",3141.20
3151.0300,"Third Engineer, Ship",3141.30
3151.0400,"Fourth Engineer, Ship",3141.40
3151.0500,"Fifth Engineer, Ship/Junior Engineer",3141.50
3151.9900,"Ship and Aircraft Controllers and Technicians,",3141.90
3152.0100,"Captain, Ship/Master",3142.10
3152.0200,"Chief Officer, Ship",3142.20
3152.0300,"Second Officer, Ship",3142.30
3152.0400,"Third Officer, Ship",3142.40
3152.0500,Harbour Master,3142.50
3152.0600,Pilot Ship/Bay Pilot/Harbour Pilot/Channel Pilot,3142.60
3152.0900,Ferry Officer,3142.85
3152.9900,"Ship’s Deck Officers and Pilots, Other",3142.90
3153.0100,"Chief Pilot, Aircraft",3143.10
3153.0200,Check Pilot,3143.20
3153.0300,"Pilot, General",3143.30
3153.0400,"Aircraft Pilot, Specialized",3143.40
3153.0500,"Pilot, Glider",3143.50
3153.0600,"Chief Navigator, Aircraft",3143.60
3153.0700,"Check Navigator, Aircraft",3143.65
3153.0800,"Navigator, Aircraft",3143.70
3153.0900,Chief Flight Engineer,3143.80
3153.1000,Check Flight Engineer,3143.82
3153.1100,Flight Engineer,3143.84
3153.9900,Aircraft Pilots and Related Associate,3143.90
3154.0100,Air Traffic Controller Specialist,3144.10
3154.0200,"Traffic Controller, Air Service",3144.20
3154.9900,"Air Traffic Controllers, Other",3144.90
3211.0100,X-Ray Technician,3133.10
3211.0200,Bio-Medical Equipment Technician,3133.20
3211.9900,Medical Imaging and Therapeutic Equipment,3133.90
3212.0101,Operation Theatre Technician,3211.40
3212.0201,Dialysis Technician,3211.50
3212.9900,"Dialysis Technician Life Science Technicians, Other",3211.90
3213.0100,Pharmacist,3228.10
3213.0200,"Laboratory Assistant, Pharmaceutical",3228.20
3213.9900,"Pharmaceutical Assistants, Other",3228.90
3214.0100,"Mechanic, Dental",7311.80
3221.0100,"Nurse, General",3231.10
3221.0200,"Nurse, Industrial",3231.20
3221.0300,Nursing Attendant,3231.30
3221.9900,"Nursing Associate Professionals, Other",3231.90
3222.0100,Midwife,3232.10
3222.0200,Midwifery Attendant,3232.20
3222.0300,Lady Health Visitor/ASHA Worker/Anganwadi,3232.30
3222.9900,"Midwifery Associate Professionals, Other",3232.90
3240.0100,"Vaccinator, Veterinary",3227.10
3240.0200,Stockman,3227.20
3240.0300,Animal Keeper,3227.30
3240.0400,"Laboratory Technician, Artificial Breeding",3227.40
3240.9900,"Veterinary Technicians and Assistants, Other",3227.90
3251.0101,Dental Assistant,3225.10
3251.9900,"Dental Assistants and Therapists, Other",3225.90
3254.0100,"Optician, General",3224.10
3254.0200,"Optician, Contact Lens",3224.20
3256.9900,"Medical Assistants, Other",3221.90
3257.0100,Sanitary Inspector,3222.10
3257.0300,"Environment Science and Protection Technician,",3214.10
3257.0400,Environmental Compliance Inspector,3214.20
3257.0500,Environmental Engineering Technician,3214.30
3257.9900,"Environment Science and Protection Technicians,",3214.90
3311.0100,"Broker, Share Market",3411.10
3311.0200,"Jobber, Share Market",3411.20
3311.9900,"Securities and Finance Dealers and Brokers, Other",3411.90
3312.0100,Finance Agent,3411.50
3314.0100,Economic Investigator,3433.10
3314.0200,Statistical Assistant,3433.20
3314.9900,"Statistical, Mathematical and Related Associate",3433.90
3315.0100,Valuer,3417.40
3315.0200,"Claims Inspector, Railways",3417.50
3315.0300,"Appraiser, Customs",3417.60
3315.9900,"Valuers and Loss Assessors, Other",3417.90
3321.0100,Insurance Agent,3412.10
3321.0200,"Insurance Adjuster, Examiner, Surveyor and",3412.20
3321.9900,"Insurance Representatives, Other",3412.90
3322.0101,"Sales Representative, Technical",3415.10
3322.0200,"Commercial Traveller, General",3415.30
3322.0300,"Canvasser, Sales",3415.40
3322.0500,"Sales Supervisor, Wholesale Trade",3415.60
3322.0900,"Sales Supervisor, Retail Trade",3415.70
3322.1400,Other Sales Supervisor,3415.80
3322.9900,"Commercial Sales Representatives, Other",3415.90
3323.0100,Buyer,3416.10
3323.0200,Purchasing Agent,3416.20
3323.9900,"Buyers, Other",3416.90
3334.0100,Property Dealer,3413.10
3334.0200,House Agent,3413.20
3334.9900,"Estate Agents, Other",3413.90
3339.0200,Brand Manager,2419.50
3339.0300,Auctioneer,3417.10
3339.0400,"Crier, Auction",3417.20
3339.0500,"Conductor, Auction Sale",3417.30
3339.0601,Delivery Management Cell Agent,3429.10
3341.0200,"Overseer, Postmen",4142.10
3341.0400,"Supervisor, Telephone",4142.20
3341.0500,"Monitor, Telephone",4142.25
3341.0600,"Supervisor, Wireless",4142.30
3341.0700,Headlight Keeper,4142.35
3341.0800,Section Officer,3431.10
3341.0900,"Inspectors and Supervisors, Other (Clerical)",3431.20
3341.1000,Office Assistant,3431.30
3341.1100,Briefing Assistant,3431.40
3341.1200,Sub-Post Master,3439.10
3341.9900,"Office Supervisors, Other",3439.90
3351.0100,"Inspector, Customs",3441.10
3351.0200,"Supervisor, Customs",3441.20
3351.0300,Searcher,3441.30
3351.9900,"Customs and Border Inspectors, Other",3441.90
3352.0100,"Inspector, Excise",3442.10
3352.9900,"Government Tax and Excise Officials, Other",3442.90
3353.0100,Village Level Worker,3443.10
3353.0200,"Patroller, Women",3443.20
3353.9900,"Government Social Benefits Officials, Other",3443.90
3355.0100,"Inspector, Police",3450.10
3355.0200,"Sub-Inspector, Police",3450.20
3355.0300,Detective,3450.30
3355.9900,"Police Inspectors and Detectives, Other",3450.90
3411.0100,Legal Assistant,3432.10
3411.0200,Shirestedar,3432.20
3411.0300,Petition Writer,3432.30
3411.9900,"Legal and Related Associate Professionals, Other",3432.90
3412.0100,Blood Donor Unit Assistant,3460.10
3412.0200,Equal Opportunity Officer,3460.20
3412.9900,Social Work Associate Professionals,3460.90
3421.0100,"Professional Sportsman/Professional, Athlete",3475.20
3421.0200,Jockey,3475.30
3422.0100,Athletic Coach,3475.40
3422.0201,Sports Coach,3475.45
3422.0300,Riding Instructor,3475.50
3422.0400,Umpire,3475.60
3422.0500,Marker/Groundsmen & Women,3475.70
3422.9900,"Sports Coaches, Instructors and Officials, Other",3475.90
3423.0200,Physical Training Instructor/Physical Education,3475.15
3431.0100,"Photographer, General",3131.25
3431.0200,Photographer News,3131.30
3431.0300,"Photographer, Aerial",3131.35
3431.9900,"Photographers, Other",3131.90
3432.0100,Interior Designer,3471.50
3432.0200,Decorator,3471.10
3432.9900,"Decorators and Commercial Designers, Other",3471.90
3434.0100,Head Cook/Head Chef,5122.10
3435.0100,Tattoo Artist,3471.30
3435.0200,Stuntman,3474.25
3435.0300,Prompter,3474.47
3435.0400,Merry-Go-Round Operator,3474.80
3435.0500,Floral Designer,3471.60
3435.9900,Other Artistic and Cultural Associate,3474.90
3512.0100,Data Recovery Planner/System Administrator,3121.35
3512.0200,Desktop Publishing Operator,3121.50
3514.0300,Programming Assistant/Junior Software Engineer,3121.20
3512.0700,Medical Transcriptionist,3121.40
3512.9900,Information and Communication Technology User,3121.90
3513.0100,System Administration Assistant/Junior System,3121.10
3513.0200,Computer Security Specialist,3121.30
3521.0100,Cinematographer,3131.10
3521.0200,Movie Cameraman,3131.15
3521.0300,"Cameraman, Animation",3131.20
3521.0401,Sound Recording Equipment Operator/Sound,3131.40
3521.0501,Film Editor/Editor,3131.50
3521.0600,"Supervisor, Broadcasting Audiovisual Projection",3132.10
3521.0700,Television Broadcasting Station Operator,3132.20
3521.0800,"Radio Operator, Broadcasting Station",3132.30
3521.0900,Cinematograph Operator,3132.40
3521.1000,Public Address Equipment Operator,3132.50
3521.1100,"Station Officer, Overseas Communication",3132.55
3521.1200,"Station Technical Assistant, Overseas",3132.60
3521.1300,Wireless Operator,3132.65
3521.1400,"Radio Operator, Ship",3132.70
3521.1500,"Radio Operator, Aircraft",3132.75
3521.1600,"Control Tower Operator, Aerodrome",3132.76
3521.1700,Radar Operator,3132.80
3521.2000,"Signaller, Ship",3132.83
3521.2100,"Light Keeper, Light House",3132.84
3521.9900,"Broadcasting and Audiovisual Technicians, Other",3132.90
3522.0100,"Telecommunication, Technician",3114.20
3522.0200,"Line Inspector, Telephone",3114.30
3522.0300,Telephone Inspector,3114.40
3522.0400,Wireless Inspector Electronics,3114.50
4110.0100,"Clerk, General",4190.10
4110.0200,"Clerk, Enquiry",4190.20
4110.0300,Copyright Clerk,4190.30
4110.0400,Copy Holder,4190.35
4110.0500,Timekeeper,4190.60
4110.0600,"Timekeeper, Motor Transport",4190.70
4120.0100,Private Secretary,4115.10
4120.0200,Personal Secretary,4115.20
4120.0300,Panchayat Secretary,4115.30
4120.9900,"Secretaries, Other",4115.90
4131.0100,Secretary/Back Office Support,4111.10
4131.0200,Reporter,4111.20
4131.0400,Braille Typist,4111.40
4131.0500,Teleprinter Operator,4112.10
4131.0600,Computer Operator,4112.20
4131.9900,"Typists and Word Processing Operators,",4112.90
4132.0401,Data Entry Machine Operator,4113.35
4132.0600,Coding Machine Operator,4113.50
4132.0800,Duplicating Machine Operator/Photocopier,4113.65
4132.0900,Embossing Machine Operator,4113.70
4132.1000,Addressing Machine Operator,4113.80
4132.1300,Bookkeeping Machine Operator,4114.30
4132.1400,Bill Processing Clerk,4114.40
4132.9900,"Data Entry Clerks, Other",4114.90
4211.0100,"Cashier, General",4211.10
4211.0200,"Cashier, Bank",4211.20
4211.0301,"Cashier, Cash Counter",4211.30
4211.0400,"Teller, Bank",4212.10
4211.9900,"Bank Tellers and Related Clerks, Other",4212.90
4212.0100,"Booking Clerk, Recreation",4211.60
4212.0200,Bookmaker,4213.10
4212.9900,"Bookmakers, Croupiers and Related Gaming",4213.90
4213.0100,Moneylender,4214.10
4213.0200,Pawn Broker,4214.20
4213.9900,"Pawnbrokers and Moneylenders, Other",4214.90
4214.0100,Bill Collector,4215.10
4214.9900,"Debt Collectors and Related Workers, Other",4215.90
4221.0300,"Reservation Clerk, Transport/Reservation",4211.40
4221.0400,"Booking Clerk, Transport/Concierge",4211.50
4221.9900,"Travel Consultants and Clerks, Others",4211.90
4223.0100,"Telephone Operator, Trunk",4222.10
4223.0200,"Telephone Operator, Local",4222.20
4223.0300,"Telephone Operator, PBX",4222.30
4223.9900,"Telephone Switchboard Operators, Other",4222.90
4224.0100,Receptionist (Hotel)/Front Office Associate,4221.10
4225.0100,Complaint Attending Clerk/Customer Service,4221.30
4225.9900,"Inquiry Clerks, Other",4221.90
4226.0100,Reception Clerk/Front Desk,4221.20
4311.0101,Bookkeeper General/Accounts Executive,4121.10
4311.0200,Bank Clerk,4121.30
4311.0300,Ledger Clerk,4121.40
4311.0500,"Audit, Clerk",4121.50
4311.0600,"Clerk, Cost Accounting",4121.60
4311.0700,Bill and Accounts Collector,4121.70
4311.9900,"Accounting and Bookkeeping Clerks, Others",4121.90
4312.0100,Statistical Clerks,4122.10
4312.9900,"Statistical Finance and Insurance Clerks,",4122.90
4313.0101,Accounts Clerk/Accounts Executive (Payroll),4121.20
4321.0100,Store Keeper,4131.10
4321.0200,Store Distributor,4131.20
4321.0301,Stock Verifier,4131.30
4321.9900,"Stock Clerks, Other",4131.90
4323.0100,"Yard Master, Railway",4133.10
4323.0200,Head Train Recorder,4133.20
4323.0300,"Traffic Regulator, Tram",4133.27
4323.0400,"Controller, Tram",4133.30
4323.0500,"Traffic Timetable Inspector, Tram",4133.40
4323.9900,"Transport Clerks, Other",4133.90
4411.0100,Library Clerk,4141.10
4411.0200,Braille and Talking Books Clerk,4141.20
4411.0300,"Preservation Assistant, Archives",4141.30
4411.9900,"Library Clerks, Other",4141.90
4412.0100,Mail Guard,4142.40
4412.0200,Postman,4142.45
4412.0300,Village Postman,4142.47
4412.9900,"Mail Carriers and Sorting Clerks, Other",4142.90
4413.0100,Coding Clerk,4143.10
4413.0200,Proofreader,4143.20
4413.9900,"Coding, Proofreading and Related Clerks,",4143.90
4414.0100,"Braille Transcriber, Hand",4144.10
4414.9900,"Scribes and Related Clerks, Other",4144.90
4419.0100,Publicity Assistant,4190.25
4419.0200,Patwari,4190.40
4419.0300,"Patrol, Irrigation",4190.50
4419.0400,Bailiff,4190.55
4419.0500,Office Boy/Peon,4190.80
4419.0600,Daftry,5132.10
4419.0800,Process Server,5132.30
4419.9900,"Clerical Support Workers, Other",5132.90
5111.0100,"Chief Steward, Ship/Chief Cook",5111.10
5111.0200,"Steward, Ship/Mess Man",5111.20
5111.0300,Air Hostess,5111.30
5111.0400,Flight Steward,5111.40
5111.0500,Aircraft Cargo Handling Supervisor,5111.50
5111.0600,Air Crew Member,5111.60
5111.9900,"Travel Attendants and Travel Stewards,",5111.90
5112.0100,"Guard, Passenger Train",5112.10
5112.0200,"Guard, Goods Train",5112.20
5112.0300,"Brakesman, Railway",5112.30
5112.0400,"Conductor Guard, Railway",5112.40
5112.0500,"Ticket Collector, Railway",5112.42
5112.0600,"Travelling Ticket Examiner, Railway",5112.44
5112.0700,"Ticket Examiner, Motor Transport",5112.46
5112.0800,"Passenger Guide, Railway",5112.50
5112.0900,"Conductor, Tram",5112.60
5112.1000,Bus Conductor,5112.70
5112.9900,"Transport Conductors, Other",5112.90
5113.0100,Travel Agent,5113.10
5113.0200,Tourist Guide,5113.20
5113.9900,"Guides, Other",5113.90
5120.0200,"Cook, Institutional",5122.20
5120.0300,"Cook, Domestic",5122.30
5120.0400,"Cook, Ship",5122.40
5120.0500,Kitchen Porter/Steward,5122.50
5120.0600,Pantry Man,5122.60
5120.9900,"Cooks, Other",5122.90
5131.0100,Butler,5123.10
5131.0200,"Steward, Hotel",5123.20
5131.0300,"Bearer, Domestic/Household Workers",5123.30
5131.0401,"Waiter, Institutional/Food & Beverage",5123.40
5131.0500,Wine Waiter,5123.50
5131.9900,"Waiters, Other",5123.90
5132.0100,Barman,5123.60
5141.0100,Hairdresser (Ladies),5141.10
5141.0202,Hair Stylist,5141.15
5141.0300,Barber,5141.20
5142.0100,Beautician,5141.30
5142.0200,Manicurist,5141.40
5142.0300,Skincare Specialist,5141.45
5142.0400,Make-Up Man,5141.50
5142.0500,"Dresser, Stage & Studio",5141.60
5142.0600,Wigman,5141.70
5142.0700,Bath Attendant,5141.80
5142.9900,"Beauticians and Related Workers, Others",5141.90
5151.0101,Housekeeper (Institutional)/Housekeeping,5121.10
5151.0201,Janitor/Housekeeping Attendant,5121.15
5151.0300,House Stewards/Domestic Help,5121.30
5151.0400,"Matron, Housekeeping",5121.35
5151.0500,Linen Keeper,5121.50
5151.0600,Hotel and Restaurant Keeper/Hotel and,5121.60
5151.0701,"Supervisor, Front Office/Customer Service",5121.25
5151.0800,Room Bearer/Bell Boys/Bell Hop/Hotel,5121.70
5151.9900,Cleaning and Housekeeping Supervisors in,5121.90
5152.0100,Housekeeper (Domestic),5121.20
5153.0100,"Caretaker, Building",9141.10
5153.0200,"Caretaker, Monument",9141.20
5153.0300,"Caretaker, Burial Places and Cremation",9141.30
5153.9900,"Building Caretakers, Other",9141.90
5161.0100,Astrologer,5151.10
5161.0200,Palmist,5152.10
5161.9900,"Astrologers, Fortune Tellers and Related",5152.90
5163.0100,Undertaker,5143.10
5163.0200,Embalmer,5143.20
5163.0300,Grave Digger,5143.30
5163.9900,"Undertakers and Embalmers, Other",5143.90
5211.0100,Advertising Sales Agent/Advertising,5230.10
5211.0200,Shop Attendant/Sales Assistant,5230.20
5211.0300,Telemarketing Sales Person/Telemarketing,5230.30
5211.9900,"Stall and Market Salespersons, Other",5230.90
5212.0100,Milkman,9111.10
5212.9900,"Street Food Vendors, Other/Khomchawala,",9111.90
5222.0100,"Sales Supervisor, Wholesale Trade",5220.10
5222.0201,"Sales Supervisor, Retail Trade/CRM",5220.15
5223.0100,Shop Assistant,5220.40
5241.0100,"Model, Fashion",5210.10
5241.0200,Model,5210.20
5241.9900,"Fashion and Models, Other",5210.90
5242.0101,Technical Demonstrator (Sale)/Area,5220.25
5242.0501,Associate Network Engineer,5220.20
5242.9900,"Sales Demonstrators, Other",5220.90
5243.0100,Newspaper Boy,9113.10
5243.0200,Order Supplier/Supplier,9113.20
5243.0300,Home Deliveryman,9113.30
5243.9900,"Door-to-Door and Telephone Sales Persons,",9113.90
